abbreviation,courseNumber,description,title,gradeAverage,letterAverage,openSeats,enrolledPercentage,enrolled,enrolledMax,units
ENGIN,183,This course will explore various topics around technology innovation and entrepreneurship. Topics will vary by semester.,Special Topics in Technology Innovation and Entrepreneurship,3.6841549295774647,A-,170,0.0,0,170,1-4
STRELIG,201,"STRELIG201 is an introduction to the history and development of the field of “Religious Studies” as an intellectual space for the study of a sometimes historicized, sometimes naturalized phenomenon called “religion.” Since the narration of any history of the study of religion serves to circumscribing a particular set of phenomena as “religious,” this course does not isolate a canonical history of the field. Instead, it progresses in roughly diachronic manner, through a number of thematic threads representing the development of different domains of the study of religion.",Histories of the Study of Religion ,-1.0,,-1,-1.0,-1,-1,4.0
DATA,C88C,"Development of Computer Science topics appearing in Foundations of Data Science (C8); expands computational concepts and techniques of abstraction. Understanding  the structures that underlie the programs, algorithms, and languages used in data science and elsewhere.   Mastery of a particular programming language while studying general techniques for managing program complexity, e.g., functional, object-oriented, and declarative programming. Provides practical experience with composing larger systems through several significant programming projects.",Computational Structures in Data Science,3.4592844974446337,B+,0,-1.0,0,0,3.0
SPANISH,40A,"Introduction to the study of the fundamentals of Nahuatl; comprehension skills, grammatical structures, speaking practice; and exposure to Nahua culture, history and modern life.   	 

",Nahuatl Beginning I,3.816666666666667,A-,17,0.0,0,17,4.0
MUSIC,166A,"A study of problems in creative music, with emphasis on listening, collaboration and the development of original work.",Aurality and Creative Interaction 1,3.9823529411764707,A,18,0.0,0,18,3.0
PB HLTH,W206B,"Course examines ways in which the US govt designs & implements policies/programs that affect access to nutritionally adequate, safe, affordable diets. We analyze how multiple stakeholders in the food system interact to affect policy design & implementation; historical, social, economic, environmental & political factors that determine stakeholder positions on policy issues; & ways these factors promote or act as barriers to achieving a system that promotes optimal food access, nutrition & health. We cover contemporary food & nutrition policy issues, as well as the history of these issues & ideas. Students will understand the broad spectrum of policies that affect human diets & will become familiar with the policy processes.",Food and Nutrition Policy,3.7555555555555555,A-,35,0.0,0,35,3.0
ENGIN,183E,"This course explores key entrepreneurial concepts relevant to the high-technology world. Topics include the entrepreneurial perspective, start-up strategies, business idea evaluation, business plan writing, introduction to entrepreneurial finance and venture capital, managing growth, and delivering innovative products. This course prepares technical and business minded students for careers focused on entrepreneurship, intrapreneurship, and high technology. Students undertake intensive study of actual business situations through rigorous case-study analysis. This course can not be used to fulfill any engineering requirement (engineering units, courses, technical electives, or otherwise). ",Technology Entrepreneurship,3.5049019607843137,A-,60,0.0,0,60,3.0
SPANISH,40E,"Continuation of the study of Nahuatl; advanced level language comprehension (speaking, reading, writing and listening), knowledge of the language structure, as well as cultural competence and sensibility, in order to facilitate students’ ability to communicate effectively, correctly, creatively and respectfully in and outside Nahua villages.",Nahuatl Advanced I,-1.0,,10,0.0,0,10,4.0
SPANISH,40C,"Continuation of the study of the fundamentals of Nahuatl; comprehension skills, grammatical structures, speaking practice; and continued exposure to Nahua culture, history and modern life.   ",Nahuatl Intermediate I,-1.0,,10,0.0,0,10,4.0
PB HLTH,278,"This course will provide 4+1 MPH students with a “homeroom,” a space to grow as a cohort, meet outstanding competencies, and be introduced to the internship process.  The lion share of competencies addressed will be in Advocacy and Policymaking.
",Health Policymaking and 4+1 Competency Development,3.9678571428571425,A,20,0.0,0,20,2.0
ENGIN,195A,"Thesis work under the supervision of a faculty member. To obtain full credit, the student must submit a satisfactory thesis at the end of two semesters of research. A total of four units must be taken. The units must be distributed between the two semesters (2 units in E195A and 2 units in E195B, or 1+3 or 3+1). Note, completion of a senior thesis does not contribute toward graduation requirements.", Engineering Science Senior Thesis Research,-1.0,,25,0.0,0,25,1-3
PB HLTH,W252,"This 4-unit course will cover modern quantitative methods relevant to epidemiologic research drawing heavily on concepts covered in PB HLTH 250B. Course topics include generalized linear models, Kaplan-Meier estimation, survival distributions, and models for parametric and semi-parametric survival analysis. We will also cover methods for confounder selection, dose-response modeling, and interaction and effect modification.",Epidemiologic Analysis,3.836585365853659,A-,35,0.0,0,35,4.0
PUB POL,235,"The course provides students an in-depth understanding of key issues and constraints facing top officials in running a city.  The course examines the extent cities are viable: can they provide services residents demand and deserve; can they provide for public safety, jobs, housing, schools, basic services, and fill potholes?  And there is the public interest question: viable for whom and in benefit of whom?  Using Oakland and Bay Area cities as case studies, the course integrates direct front-line experience with broader conceptual analyses. Students work on projects of current importance and gain familiarity with a wide-range of city policies and programs. The class will include presentations by key city decision-makers.",Implementation: Key Issues in Managing California Cities,3.983783783783784,A,30,0.0,0,30,4.0
ENGIN,183C,"This course is meant for students in engineering and other disciplines who seek a challenging, interactive, team-based, and hands-on learning experience in entrepreneurship and technology.    In this highly experiential course, students work in simulated start-up teams to create products or start-up ideas to address a broadly-defined need of an industry partner or social challenge.  ",Challenge Lab,3.893470790378007,A,110,0.0,0,110,4.0
ART,136,"How have contemporary artists used textiles, garments, and ""fashion- like""
sculptures to create artworks that challenge issues of gender, identity, and
use? Far from being neutral territory, artist-produced props and wearables
often incorporate aesthetic experimentation in order to critique existing
power structures and highlight alternatives. This hands-on studio course will
focus on the production of experimental costumes, garments, and fashion
in the context of contemporary art and critical ideas.",Advanced Sculpture: Radical Wearables,3.7125,A-,16,0.0,0,16,4.0
MUSIC,151A,"Diatonic harmony, chorale harmonization, and analytical studies. Emphasis on written exercises. ",Harmony I,3.5418181818181815,A-,18,0.0,0,18,3.0
MUSIC,151B,Introduction to chromatic harmony and analytical studies. Emphasis on written exercises. ,Harmony II,3.3727272727272726,B+,18,0.0,0,18,3.0
MUSIC,151C,"Advanced chromatic harmony, advanced modulation, altered chords, linear chromatic harmony, and analytical studies. Emphasis on written exercises. ",Advanced Tonal Harmony,3.4047619047619047,B+,18,0.0,0,18,3.0
UGBA,C196C,"Berkeley Changemaker impact occurs across many fronts: scientific, artistic, social, and entrepreneurial. This course helps students identify as a Berkeley Changemaker and learn the critical thinking, communication, and collaboration skills to become one. Combining disciplines across UC Berkeley, the course also helps launch the Berkeley Discovery arc. Students develop their own leadership styles and discover how they can create and lead diverse teams to act upon the world. Values in Berkeley’s DNA like Questioning the Status Quo and going Beyond Yourself support students in leading from whatever position they occupy, preparing them to leave their mark on campus, in their communities, or beyond. More at: http://changemaker.berkeley.edu.",The Berkeley Changemaker,3.625925925925926,A-,63,0.0,0,63,2-3
PSYCH,230C,"PSY230C is the third course of the PSY230 sequence (Clinical Science PCSAS Core Seminar Series). The purpose of 230C is to introduce students to core themes in scientific research on how context, culture, and diversity-related factors shape the prevalence, presentation, and development of psychopathology in diverse populations. We will also discuss how scientific knowledge on context, culture, and diversity-related issues in psychopathology informs the development, adaptation, and dissemination of evidence-based mental health interventions/services to diverse populations.","Proseminar: Context, Culture, and Diversity Issues in Clinical Science",-1.0,,20,0.0,0,20,2.0
CY PLAN,180A,"This course seeks to provide students with a theoretical framework of restorative justice in planning and policy through a variety of critical
scholarship, media, and archives, including narrative, art, music, and film.",Restorative Justice in Urban Planning and Policy: Towards Racial Healing & Justice in Planning,4.0,A,15,0.0,0,15,3.0
GLOBAL,254M,"This course explores special topics, based on current research and interests and is focused on at least one global region. Using a social science perspective, students will engage in critical thinking about the way in which a particular region, or subset of a region, interacts with other states and societies.",Special Topics: Global Middle East,-1.0,,3,0.0,0,3,4.0
HISTORY,182CT,"This course is a parallel course to C182C, intended for students interested in teaching elementary or secondary school science and math. Students in the ""T"" course will attend the regular C182C lectures and a special section; this section will focus on techniques, skills, and perspectives necessary to apply the history of science in the juvenile and adolescent science classroom, including pedagogy, devising lesson plans for their classrooms, finding reliable historical information, and writing. ","Introduction to Science, Technology, and Society (Cal Teach)",3.8499999999999996,A-,25,0.0,0,25,4.0
DATA,101,"This course will cover the principles and practices of managing data at scale, with a focus on use cases in data analysis and machine learning. We will cover the entire life cycle of data management and science, ranging from data preparation to exploration, visualization and analysis, to machine learning and collaboration, with a focus on ensuring reliable, scalable operationalization.
",Data Engineering,3.599601593625498,A-,250,0.0,0,250,4.0
MUSIC,20,"Fundamentals of musicianship, including musical time and pitch space. Conducting, singing, listening, and beginning linear analysis.",Introduction to Musicianship,3.86497175141243,A,70,0.0,0,70,3.0
PHDBA,239FB,"Study of the financial decisions made by firms and the effect of such decisions on observables. These can include debt/equity ratios, dividend policies, or the cross section of returns. In addition, corporate finance considers conflicts of interest between shareholders and managers and between different financial claimants. ",Corporate Finance Theory,3.8,A-,12,0.0,0,12,3.0
MUSIC,57,"This course provides a gateway to the more advanced music and technology curriculum including the Music 158 series and is open to non-majors and majors alike. Basic concepts and techniques of electronic music composition and sonic art are presented. Compositional etudes are accomplished using models and techniques drawn from the history of electronic music including present day digital music practices. Formal problems and aesthetics related to sound design and the shaping of electronic sound are studied. Core topics in audio and digital signal processing are covered with a focus on hands-on experience using delays, echos, filters and equalization, samples, noise, and related sound materials.",Introduction to Electronic Music Composition,3.863157894736842,A,30,0.0,0,30,3.0
GLOBAL,250Q,Advanced multidisciplinary research in current issues and topics related to Asia. This Global Studies course will focus on specific issues related to Asia with appropriate comparative material included.Topics will change depending on the instructor teaching. ,Special Topics In Asia,-1.0,,6,0.0,0,6,4.0
GLOBAL,273,"This course will explore the philosophical evolution of human rights principles in the realm of political theory and the influence of such principles as they have transformed into a coherent body of law. We will focus specifically on issues in international human rights law; the approach will be both thematic and comparative. Topics will include but are not limited to: human rights diplomacy; the influence of human rights in international legal practice; cultural and minority rights; genocide and the world community; cultural relativism and national sovereignty; international law and international relations; individual and collective rights; migration, labor, and globalization; and national, international, and nongovernmental organizations.",International Human Rights,-1.0,,3,0.0,0,3,4.0
POLECON,157,"This course examines the history, theory, and operation of the American financial system. Key questions we will consider include: What is money? What is finance? How did the financial system evolve historically in the American context? To answer these questions, we will first look to histories and then canonical theorizations before turning to the operation of money and the nuts-and-bolts of American financial markets. Finally, we examine the global financial crisis of 2008 and its aftermath in light of these considerations. The goal of this course is for students to develop a basic understanding of the historical development, theoretical underpinnings, and actual practice of the American financial system. ",The Political Economy of Finance,3.596774193548387,A-,-1,-1.0,-1,-1,4.0
HMEDSCI,216C,"This is the third semester of a mandatory 5 semester Clinical Medicine course. It builds upon the foundation for history-taking and physical exam skills with of focus on differential diagnoses and integrates concepts of anti-racism in your clinical interviews, exams, and communication. The course uses a combination of small group sessions, standardized patient encounters, and intensive clinical encounters within a seminar setting to prepare students to thrive in clinical rotations as curious and self-driven learners, compassionate, clinically astute and just health care providers, and effective and collaborative team members.
",Clinical Medicine C,3.9625,A,16,0.0,0,16,3.0
CHM ENG,130,"  The purpose of this course is to teach students the analytical, numerical, and statistical methods required for setting up and solving mathematical problems, with emphasis on CBE applications. Methods for solving algebraic equations, initial value problems, boundary value problems, and partial differential equations, as well as probability theory, will be covered. Programming tools such as Python and Matlab will be used in this course. This is not a programming course. The majority of the learning will be through the active use of these programs by the students in solving assigned problems.",Mathematics and Statistics in Chemical Engineering,3.0145161290322577,B,108,0.0,0,108,4.0
EDUC,242,"The course offers students opportunities to learn about a variety of critical research methodologies, examine issues of education, and design research projects.","Critical Qualitative Research Methods in Education: Issues, Approaches, and Design",4.0,A,15,0.0,0,15,3.0
HMEDSCI,216A,"This is the first semester of a mandatory 5 semester Clinical Medicine course. It lays down the foundation for building upon history-taking and physical exam skills and introduces concepts of anti-racism for future integration in your clinical interviews, exams, and communication. The course uses a combination of small group sessions, standardized patient encounters, and intensive clinical encounters within a seminar setting to prepare students to thrive in clinical rotations as curious and self-driven learners, compassionate, clinically astute and just health care providers, and effective and collaborative team members.",Clinical Medicine A,3.878125,A,16,0.0,0,16,3.0
CHEM,102,"This course is offered to incoming junior transfer students majoring in chemistry, chemical biology, or chemical and biomolecular engineering within the College of Chemistry (CoC) at UC Berkeley. The course is designed to assist transfer students with their transition into the CoC through: 1) discussions around best learning practices, stress management, CoC coursework, and careers, 2) interactions with the CoC community, including personalized mentorship from graduate students and faculty, and 3) rigorous preparation for creating and participating in discovery learning experiences, such as research or industrial internships. Students in the course will complete assignments relating to professional development and discovery learning.",Foundations of Discovery Learning for College of Chemistry Transfer Students,3.9262295081967213,A,60,0.0,0,60,1.0
HMEDSCI,216E,"This is the final semester of a mandatory 5 semester Clinical Medicine course. It builds upon the clinical skills developed in the first four semesters, integrating antiracism and clinical reasoning throughout your clinical interviews, exams, and communication. The course uses a combination of small group sessions, standardized patient encounters, and intensive clinical encounters within a seminar setting to prepare students to thrive in clinical rotations as curious and self-driven learners, compassionate, clinically astute and just health care providers, and effective and collaborative team members.
",Clinical Medicine E: Advanced Clinical Medicine,3.94375,A,16,0.0,0,16,4.0
INFO,153A,"This course is a survey of technologies that power the user interfaces of web applications on a variety of devices today, including desktop, mobile, and tablet devices. This course will delve into some of the core Front-End languages and frameworks (HTML/CSS/JS/React/Redux), as well as the underlying technologies enable web applications (HTTP, URI, JSON). The goal of this course is to provide an overview of the technical issues surrounding user interfaces powered by the web today, and to provide a solid and comprehensive perspective of the Web's constantly evolving landscape.
",Front-End Web Architecture,3.8785714285714286,A,15,0.0,0,15,3.0
HMEDSCI,205E,"Continuing your study of foundational medical sciences through problem-based learning (PBL), this is the final PBL course in a series
of four. PBL is an evidence-based educational strategy underpinned by a constructivist philosophy of learning. The foundational medical sciences include, among others, pathology, pharmacology, biochemistry, immunology, microbiology, genetics, behavioral
sciences, epidemiology, public health, medical sociology, and other social sciences.",Foundational Medical Sciences E,-1.0,,32,0.0,0,32,10.0
NUC ENG,10,This seminar provides freshman and first year transfer students with an overview of the field of nuclear engineering (NE) and the research activities in the NE department. Every week a faculty member will introduce a topic and describe the main research challenges in that area.,What do nuclear engineers do?,-1.0,,50,0.0,0,50,1.0
PB HLTH,W251B,"In this course we will discuss the theory behind effective graphical design, how to apply this theory to communicating health data to different audiences, and how to produce a variety of graphical types using primarily the ggplot command in the statistical analysis program R. There are two lectures per week accompanied by readings. Generally, the course content and assignments alternate weekly between theory and R programming.",Data Visualization for Public Health,3.971794871794872,A,70,0.0,0,70,2.0
PB HLTH,155E,"The goal is to support you as an informed citizen who understands homelessness, its roots, the multilevel systems & services that exist to address it, & the levers at each level to effect change. We will focus on developing skills to be a changemaker by working together to address homelessness & “housism” in our community. “Housism” is the belief that people experiencing homelessness are intrinsically less worthy/human. We will be informed in our growth by counter-narratives by people experiencing homelessness & by theoretical frameworks, such as the Social Determinants of Health, Critical Race Theory, Intersectionality, the Ecological Model, & theories of stigma. Students who have experienced homelessness or unstable housing are welcome.","Seeing People:Understanding Homelessness' Roots, Stigmas & Solutions-A Berkeley Changemaker Course  ",3.8336448598130843,A-,120,0.0,0,120,3.0
XMBA,291RA,"The objective of Building Trust-based Relationships is to help students become better leaders by strengthening their ability to build trust with others such as direct reports, line managers or customers.

By the end of this course, students can expect to have gained:

●	A better understanding of how to build trust 
●	Greater self-awareness of their own ability to build trust with others
●	Tangible tools and techniques to build trust-based relationships with others

In the first three of six classes spanning the Fall and Spring Semesters, we administer a self- and 360- trust assessment, introduce students to the Trust Equation and deep dive into active listening and asking enlightening questions, two pillars of building trust with others.",Building Trust-Based Relationships: Part I,-1.0,,77,0.0,0,77,0.5
XMBA,298I,"The U.S. federal government plays an important role in business. This course explores the federal government's operations and policy deliberations in the executive, legislative, and judicial/regulatory domains. Specific topics include voting rights policy, social media regulation, and race in an era of polarization. In addition to lectures by the instructor, there will be a large number of guest speakers from a wide range of policy and political perspectives. Students will write a persuasive paper and engage in a policy debate as a final group project. ",Business and Public Policy Immersion,3.5255813953488375,A-,65,0.0,0,65,2.0
CHICANO,132,"The class focuses on the methods developed by Chicana/o artists in the 1970s to engage and maintain relationships in community as a way of keeping meXicana culture alive and growing in the US. This methodology uses art as a strategy of recovering Mexican cultural traditions to create sacred spaces rooted in the opposition to colonialism and as a strategy to understand and reflect on the resistance to assimilation, the implicit societal pressure to step away from tradition(s) and the relationships that are forged in the practice of these traditions.",Spirituality as Resistance The Politics of Day of the Dead in meXicana/o Art Practice and Culture,3.9250000000000003,A,40,0.0,0,40,4.0
GEOG,375,"This course centers the work of teaching as a foundational aspect of our practice as geographers. Undoubtedly, the interdisciplinary nature of geography provides multiple avenues from where we can address some of our most pressing social, environmental, economic and political dilemmas. But how do we bring theory to practice? And how do we do this in a classroom setting? To answer these questions, this course offers pedagogical frameworks and practical skills for how theory and practice connect for both instructors and students. We will begin with a review of pedagogical literature and an analysis of how foundational scholars like Paulo Freire and bell hooks approach teaching as an act of community-making and empowerment.",Pedagogical Practices in Geography,-1.0,,10,0.0,0,10,4.0
CMPBIO,276,"This course will provide familiarity with algorithms and probabilistic models that arise in various computational biology applications, such as suffix trees, suffix arrays, pattern matching, repeat finding, sequence alignment, phylogenetics, hidden Markov models, gene finding, motif finding, linear/logistic regression, random forests, convolutional neural networks, genome-wide association studies, pathogenicity prediction, and sequence-to-epigenome prediction.",Algorithms for Computational Biology,-1.0,,-1,-1.0,-1,-1,4.0
MCELLBI,C242,"This graduate seminar consists of weekly presentations from Berkeley graduate students as well as outside speakers on topics surrounding evolution, genetics, and genomics. Many labs spread across different departments have research programs focused on evolution, genetics, and genomics. However, it can be challenging to keep abreast of this research and to identify potential collaborations due to the dispersion of labs across different departments and specialties. The Center for Theoretical and Evolutionary Genetics (CTEG) is an informal group of labs that collectively work on genetics and genomics. The seminar seeks to provide a common space for graduate students to present their research and learn about the research of their colleagues.","CTEG Evolution, Genetics, and Genomics Seminar",-1.0,,10,0.0,0,10,1.0
PUB POL,229,"This seminar course offers students the opportunity to develop and hone research skills that can shape campaigns to improve workers’ lives. We will address priority questions that have emerged in ongoing organizing and advocacy campaigns led by labor partners. The class will culminate in presentations of findings, analyses, and policy recommendations to key stakeholders. Through a combination of lectures, key readings, and active participation in a “live” research initiative, students will develop an understanding of the current challenges that the labor movement in California faces and contribute to innovative policy advocacy and political action. This course can be a gateway to applied research capstone projects in different disciplines.",Challenges and Innovation in Labor Policy,3.9200000000000004,A,20,0.0,0,20,4.0
HMEDSCI,261C,"JMP Masters Seminar & Community Leadership is a series of 3 courses with two components in each one. The first one is the master’s working group seminar; students will use class time to make progress on their master’s project work in the context of groups assigned based on methodological affinity or topical affinity. 
The second component, Antiracist Advocacy and Leadership in Medicine, addresses how JMP students show up in the community first as antiracist medical students, and then as antiracist physicians; it provides foundational skills to change structures to advance health equity by focusing on leadership development, community engagement, and strategies to create authentic partnerships with community members to advance health equity.",JMP Masters Seminar & Community Leadership,-1.0,,16,0.0,0,16,3.0
YIDDISH,101A,"In this beginners' course students will learn to speak, read, and write Yiddish, the original lannguage of East European Jews. Using the communicative method and the new textbook In Eynem, students will focus in class on speaking by playing out short dialogues. Grammar will be taught inductively, through examples. The course will introduce Yiddish culture through a variety of songs, stories, film clips, and illustrations. ",Elementary Yiddish,-1.0,,6,0.0,0,6,4.0
ESPM,C162A,"Introduces students to intersections between health, medicine, society,
and environment through medical and environmental anthropology,
political ecology, medical geography, and the social studies of science,
technology and the natural environment. Readings, discussions, and
assignments will explore the sociocultural, political economic, and
environmental aspects of illness, care, disease, biomedicine, and
health (in)equity.","Health, Medicine, Society and Environment",3.765740740740741,A-,80,0.0,0,80,4.0
HMEDSCI,261E,"The 3rd  of the JMP Masters Seminar & Community Leadership series of 3 courses with two components. The 1st component is the master’s working group seminar; students will use class time to make progress on their master’s project work in the context of groups assigned based on methodological affinity or topical affinity. 

The 2nd component, Antiracist Advocacy & Leadership in Medicine, addresses how JMP students show up in the community first as antiracist medical students, and then as antiracist physicians; it provides foundational skills to change structures to advance health equity by focusing on leadership development, community engagement, and strategies to create authentic partnerships with community members to advance health equity.
",JMP Masters Seminar & Community Leadership E,-1.0,,16,0.0,0,16,3.0
MCELLBI,259O,"We will discuss circadian rhythms research, at the behavioral, tissue and molecular scales. Our main focus is the circadian regulation of gene expression and its impact in host physiology. We will also focus on malaria and sleeping sickness infections, understanding the clinical aspects, the immune response to parasites and the vector transmission. ",Research Review in Immunology and Pathogenesis: Circadian rhythms in Parasitic Diseases,-1.0,,10,0.0,0,10,2.0
MCELLBI,259P,Cellular biology and genetics of retroviral infection and cellular antiviral mechanisms. Functional genomics approaches in key host/virus interactions. ,Research Review in Immunology and Pathogenesis: Cellular barriers to retroviral infection,-1.0,,10,0.0,0,10,2.0
STAT,254,"This course is about statistical learning methods and their use for data analysis. Upon completion, students will be able to build baseline models for real world data analysis problems, implement models using programming languages and draw conclusions from models. The course will cover principled statistical methodology for basic machine learning tasks such as regression, classification, dimension reduction and clustering. Methods discussed will include linear regression, subset selection, ridge regression, LASSO, logistic regression, kernel smoothing methods, tree based methods, bagging and boosting, neural networks, Bayesian methods, as well as inference techniques based on resampling, cross validation and sample splitting.",Modern Statistical Prediction and Machine Learning,3.7181818181818183,A-,20,0.0,0,20,4.0
COG SCI,115,"This course will explore cognitive and affective components of happiness and distress, including pleasure, meaning, and well-being, sadness, fear, and anger. Also, negative thought patterns associated with various psychological disorders, including mood disorders, anxiety disorders, and PTSD, and their neurological underpinnings. Then we will turn to the new field of self-directed neuroplasticity to explore evidence-based psychotherapeutic techniques for transforming negative thoughts and cultivating positive ones, including mindfulness, gratitude, and CBT-based techniques. We will compare these to psychoactive drugs and brain stimulation used to treat such disorders. We will also look at recent developments in neuroimaging data. ",Neuropsychology of Happiness,3.4610038610038614,B+,150,0.0,0,150,3.0
NUSCTX,210,"This course will familiarize students with current methodologies of assessing nutritional status through molecular biology, clinical/biochemical analysis, and dietary experimentation and analysis. Upon completion of this course,students will understand the work of a nutrition scientist, including asking scientific questions and generating hypotheses, using creativity and critical thinking to develop experimental design and execute laboratory procedures, as well as interpreting data and presenting (written and oral) findings from results obtained.Throughout the course, students will perform several nutritional assessments and compare and contrast the results to those obtained from a controlled analytical method and/or specimen. ",Research Methods & Analysis in Nutritional Science,3.9857142857142858,A,20,0.0,0,20,4.0
NUSCTX,261,"Course explores nutritional status across the lifespan. The NCP  will be utilized as a framework to explore nutritional care throughout the lifespan. Students will determine nutritional status by considering anthropometrics and physical assessment, biochemical data, clinical findings, dietary intake, complementary and integrative therapies, and physical activity. Disease pathophysiology, diagnosis, medical and pharmacological treatments, and nutritional therapies and nutrition-related pharmacotherapy will be discussed for conditions common across the lifespan. Students will be responsible for utilizing medical terminology and documentation and for identifying relevant current research to support their nutritional recommendations. ",Nutrition Care Process and the Lifespan,3.9875000000000003,A,25,0.0,0,25,4.0
DATA,200S,"Explores the data science lifecycle: question formulation, data collection and cleaning, exploratory, analysis, visualization, statistical inference, prediction, and decision-making. Focuses on quantitative critical thinking and key principles and techniques: languages for transforming, querying and analyzing data; algorithms for machine learning methods: regression, classification and clustering; principles of informative visualization; measurement error and prediction; and techniques for scalable data processing. Research term project.",Principles and Techniques of Data Science,3.7904761904761903,A-,40,0.0,0,40,3.0
SOCIOL,119L,"Leadership has many meanings in society. What works well in one context cannot always be applied in another. And contexts have history. What works well in one domain does not necessarily work for all time. In this course we will reflect on the meaning of leadership in society. Our focus will be modern ideas of leadership, and how these ideas evolved, succeeded or failed in moments of social change. We will read in the area of organizational sociology with a focus on interactions, institutions and culture. In addition, we will consider work from political science, management studies and history as we attempt to unravel what leadership looks like across a variety of social domains in different states of change. ",Leadership & Social Change,3.791011235955056,A-,100,0.0,0,100,4.0
GLOBAL,210L,"This course examines the region of Latin America and the Caribbean and its significance to the larger study of the globe. The course will be divided into three parts based on the three concentrations within the Global Studies program: Society and Culture, Development, Peace and Conflict. Each of these sections examines key topics for understanding the region and its relationship to other parts of the globe. ",Latin America In Global Context,-1.0,,3,0.0,0,3,3.0
LINGUIS,150A,"Intro to core concepts, theories, and methodologies of sociolinguistics,
one of the major subfields of contemporary linguistics. We will
examine of how language reflects social characteristics and categories including age, gender,
socioeconomic status, regional affiliation, race and ethnicity, individual and group
identity, and style. Broad topics include multilingualism and language contact, regional
linguistic differentiation (dialectology), language variation, language change, and language
policy and planning.","Concepts, Theories, and Methodologies of Sociolinguistics",3.757142857142857,A-,51,0.0,0,51,4.0
NUSCTX,245,This graduate level course will focus on applying behavior change theory in nutrition counseling. Strategies for effective nutrition counseling and behavior change will be discussed. Students will apply the Nutrition Care Process and utilize appropriate Medical Nutrition Therapy and theory-driven interventions to address behavior change. Integrated practice will occur through mock counseling sessions and role playing activities for various populations and conditions. This course is designed to prepare MNSD students for supervised practice internships and a career as a Registered Dietitian Nutritionist.,Counseling in Nutritional Sciences,-1.0,,1,0.0,0,1,2.0
NUSCTX,235,"Principles of organization and management applied to institutional food service systems will be discussed and applied in this graduate level course. Topics will range from production and delivery systems, management of resources, quality assurance, equipment, layout, marketing, personnel management and fiscal management. Students will apply concepts through laboratory experiences, projects and engagement with institutional settings. ServSafe certification exam must be completed by the end of the semester.",Food Systems Management,3.972727272727273,A,25,0.0,0,25,4.0
AFRICAM,40,"This course is designed to provide students with an opportunity to work closely with African American Studies faculty, investigating a topic of mutual interest in great depth. Designed primarily for lower division students and non-majors. Topics vary from semester to semester. 
",Special Topics,3.5555555555555554,A-,-1,-1.0,-1,-1,3.0
MEC ENG,276DS,"This course provides a foundation in data science with emphasis on the application of statistics and machine learning to engineering problems. The course combines theoretical topics in probability and statistical inference with practical methods for solving problems in code. Each topic is demonstrated with examples from engineering. These include hypothesis testing, principal component analysis, clustering, linear regression, time series analysis, classification, and deep learning. Math 53 and 54 are recommended before Engin 178, Math 53 and 54 are allowed concurrently.",Statistics and Data Science for Engineers ,3.6190476190476195,A-,55,0.0,0,55,4.0
INTEGBI,C160,"An analysis of the patterns and processes of organic evolution. History and philosophy of evolutionary thought; the different lines of evidence and fields of inquiry that bear on the understanding of evolution. The major features and processes of evolution through geologic times; the generation of new forms and new lineages; extinction; population processes of selection, adaptation, and other forces; genetics, genomics, and the molecular basis of evolution; evolutionary developmental biology; sexual selection; behavorial evolution; applications of evolutionary biology to medical, agricultural, conservational, and anthropological research. ",Evolution,3.3,B+,160,0.0,0,160,4.0
PB HLTH,290C,This Changemaker Microcourse will focus on developing critical analysis and practical public health skill building related to making change as a public health professional.,Changemaker Microcourse,3.8740740740740742,A,169,0.0,0,169,1.0
FRENCH,375A,"Bi-weekly lectures on methodology, grading and testing, demonstration class with required attendance five times per week; language laboratory observations; supervised classroom practice. Additional seminars and discussion sections on methodology. Required for all Graduate Student Instructors teaching French 1 for the first time. ",Teaching French in College: First Year,-1.0,,10,0.0,0,10,4.0
FRENCH,48,An introduction to translation studies and the role translation plays in a multilingual world. Class discussions in English. No knowledge of French required.,Introduction to Translation Studies,3.670967741935484,A-,49,0.0,0,49,3.0
PB HLTH,W207A,"Nutrition plays a vital role in human reproduction and child growth and development. This course covers core principles of nutrition and health and provides an overview of the major nutritional needs and issues faced by women of reproductive age, infants, children, and adolescents in the United States and globally, with selected topics explored in greater depth. This course will also explore disparities in various health outcomes related to MCH nutrition and provide students the opportunity to apply the course concepts at a personal and programmatic level. ",Maternal and Child Health Nutrition,3.775,A-,35,0.0,0,35,3.0
AERO ENG,1,This is a freshman-level seminar course offered every Fall semester consisting of general-audience lectures by leading practitioners of aerospace engineering from the Bay Area and beyond. This seminar will be coordinated by a faculty member in charge of identifying and scheduling the speakers. ,Aerospace Engineering 1 Seminar,-1.0,,50,0.0,0,50,1.0
UKRAINI,1A,"The first in a two-semester sequence of Introductory Ukrainian. This course aims to provide a solid foundation in Ukrainian in four major communicative skills: speaking, listening, reading, and writing. Students learn to communicate effectively and sensitively across cultural and linguistic boundaries while developing knowledge of and respect for the language, traditions, and beliefs of Ukrainian people. Cultural awareness will be enhanced with authentic audio-visual materials, literary texts, and cultural artifacts. By the end of the 1A course, students will be able to read short original Ukrainian texts and communicate about basic subjects.",Introductory Ukrainian,3.688888888888889,A-,8,0.0,0,8,4.0
